,se002,se003,se005,se009,q056,q098,q131,q127,q027,complicated,age,voted
6471,1.0,4.0,9.0,1.0,3.0,2.0,2.0,4.0,2.0,Strongly disagree,30-34,Yes
6472,1.0,7.0,8.0,2.0,3.0,2.0,2.0,4.0,2.0,Strongly disagree,45-49,Yes
6473,1.0,7.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6474,1.0,6.0,7.0,1.0,3.0,3.0,2.0,3.0,1.0,Somewhat disagree,40-44,No
6475,1.0,7.0,7.0,4.0,3.0,2.0,1.0,3.0,2.0,Somewhat disagree,45-49,Yes
6476,1.0,9.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6477,1.0,9.0,7.0,,2.0,3.0,1.0,2.0,2.0,Somewhat agree,55-59,Yes
6478,1.0,10.0,5.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6479,1.0,10.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6480,1.0,12.0,3.0,,4.0,4.0,1.0,1.0,1.0,Strongly agree,76+,No
6481,2.0,3.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,Somewhat agree,25-29,No
6482,2.0,3.0,9.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6483,2.0,3.0,7.0,,1.0,2.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6484,2.0,3.0,7.0,1.0,3.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
6485,2.0,5.0,7.0,,2.0,2.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6486,2.0,5.0,2.0,,2.0,2.0,2.0,1.0,2.0,Strongly agree,35-39,Yes
6487,2.0,4.0,8.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6488,2.0,4.0,7.0,3.0,2.0,1.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
6489,2.0,6.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6490,2.0,6.0,7.0,,2.0,3.0,2.0,1.0,1.0,Strongly agree,40-44,No
6491,2.0,6.0,9.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6492,2.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6493,2.0,9.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6494,2.0,10.0,1.0,,2.0,4.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6495,2.0,10.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,Strongly agree,60-70,Yes
6496,2.0,11.0,2.0,,2.0,2.0,3.0,4.0,2.0,Strongly disagree,71-75,Yes
6497,1.0,3.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6498,1.0,2.0,8.0,,3.0,3.0,2.0,3.0,1.0,Somewhat disagree,20-24,No
6499,1.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6500,1.0,3.0,8.0,2.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
6501,1.0,5.0,7.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6502,1.0,5.0,7.0,2.0,4.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6503,1.0,4.0,8.0,1.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6504,1.0,5.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6505,1.0,6.0,7.0,,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6506,1.0,6.0,9.0,,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6507,1.0,7.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,Somewhat agree,45-49,No
6508,1.0,6.0,7.0,,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,40-44,No
6509,1.0,8.0,7.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6510,1.0,8.0,7.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6511,1.0,10.0,9.0,,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6512,2.0,2.0,9.0,,3.0,3.0,3.0,4.0,2.0,Strongly disagree,20-24,Yes
6513,2.0,3.0,8.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6514,2.0,2.0,8.0,,3.0,2.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6515,2.0,3.0,8.0,4.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
6516,2.0,5.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6517,2.0,4.0,9.0,,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
6518,2.0,5.0,7.0,2.0,3.0,3.0,2.0,3.0,1.0,Somewhat disagree,35-39,No
6519,2.0,5.0,7.0,,3.0,3.0,4.0,4.0,2.0,Strongly disagree,35-39,Yes
6520,2.0,7.0,8.0,5.0,1.0,2.0,4.0,1.0,2.0,Strongly agree,45-49,Yes
6521,2.0,6.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6522,2.0,6.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6523,2.0,6.0,7.0,3.0,1.0,1.0,3.0,3.0,1.0,Somewhat disagree,40-44,No
6524,2.0,8.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6525,2.0,8.0,4.0,,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6526,2.0,10.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6527,2.0,12.0,1.0,,1.0,2.0,3.0,3.0,2.0,Somewhat disagree,76+,Yes
6528,1.0,2.0,7.0,,1.0,2.0,2.0,3.0,1.0,Somewhat disagree,20-24,No
6529,1.0,2.0,8.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6530,1.0,4.0,8.0,,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6531,1.0,5.0,8.0,2.0,2.0,3.0,2.0,4.0,2.0,Strongly disagree,35-39,Yes
6532,1.0,6.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6533,1.0,6.0,9.0,3.0,4.0,1.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6534,1.0,9.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,55-59,Yes
6535,1.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6536,1.0,12.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,Somewhat disagree,76+,Yes
6537,2.0,2.0,8.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6538,2.0,5.0,8.0,,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6539,2.0,4.0,7.0,,3.0,2.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6540,2.0,6.0,6.0,,2.0,2.0,1.0,2.0,2.0,Somewhat agree,40-44,Yes
6541,2.0,9.0,7.0,,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6542,2.0,10.0,1.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6543,2.0,10.0,1.0,,2.0,3.0,4.0,1.0,2.0,Strongly agree,60-70,Yes
6544,2.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,71-75,Yes
6545,1.0,3.0,9.0,,2.0,3.0,4.0,2.0,,Somewhat agree,25-29,No
6546,1.0,3.0,7.0,,3.0,2.0,4.0,2.0,2.0,Somewhat agree,25-29,Yes
6547,1.0,2.0,8.0,3.0,3.0,3.0,4.0,2.0,1.0,Somewhat agree,20-24,No
6548,1.0,3.0,7.0,1.0,2.0,3.0,4.0,3.0,1.0,Somewhat disagree,25-29,No
6549,1.0,4.0,7.0,,3.0,3.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6550,1.0,4.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6551,1.0,4.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6552,1.0,4.0,7.0,2.0,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
6553,1.0,5.0,7.0,1.0,1.0,3.0,4.0,3.0,1.0,Somewhat disagree,35-39,No
6554,1.0,6.0,7.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6555,1.0,6.0,5.0,,4.0,2.0,3.0,4.0,1.0,Strongly disagree,40-44,No
6556,1.0,6.0,8.0,1.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6557,1.0,9.0,7.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6558,1.0,9.0,5.0,,3.0,2.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6559,1.0,10.0,7.0,,3.0,,3.0,4.0,2.0,Strongly disagree,60-70,Yes
6560,1.0,10.0,9.0,1.0,1.0,3.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
6561,1.0,11.0,3.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,71-75,Yes
6562,2.0,2.0,7.0,,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6563,2.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6564,2.0,2.0,8.0,,3.0,3.0,3.0,2.0,1.0,Somewhat agree,20-24,No
6565,2.0,3.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6566,2.0,4.0,8.0,,3.0,3.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6567,2.0,5.0,7.0,,2.0,3.0,3.0,1.0,2.0,Strongly agree,35-39,Yes
6568,2.0,4.0,6.0,,3.0,3.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
6569,2.0,5.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6570,2.0,4.0,7.0,2.0,2.0,2.0,4.0,2.0,1.0,Somewhat agree,30-34,No
6571,2.0,6.0,8.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6572,2.0,6.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6573,2.0,7.0,7.0,2.0,1.0,3.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
6574,2.0,8.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6575,2.0,8.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6576,2.0,10.0,1.0,,3.0,2.0,2.0,1.0,2.0,Strongly agree,60-70,Yes
6577,2.0,10.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
6578,2.0,11.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,Somewhat disagree,71-75,No
6579,1.0,2.0,8.0,,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6580,1.0,3.0,7.0,1.0,2.0,3.0,1.0,4.0,2.0,Strongly disagree,25-29,Yes
6581,1.0,5.0,7.0,,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6582,1.0,5.0,7.0,2.0,1.0,3.0,4.0,3.0,1.0,Somewhat disagree,35-39,No
6583,1.0,6.0,7.0,1.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,40-44,No
6584,1.0,7.0,9.0,2.0,3.0,2.0,3.0,2.0,1.0,Somewhat agree,45-49,No
6585,1.0,6.0,7.0,1.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,40-44,Yes
6586,1.0,8.0,7.0,,4.0,3.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
6587,1.0,8.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,50-54,Yes
6588,1.0,10.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
6589,1.0,10.0,6.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6590,1.0,10.0,3.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6591,2.0,2.0,8.0,3.0,3.0,2.0,3.0,3.0,,Somewhat disagree,20-24,No
6592,2.0,2.0,8.0,2.0,3.0,2.0,3.0,2.0,,Somewhat agree,20-24,No
6593,2.0,4.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6594,2.0,4.0,8.0,3.0,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,30-34,No
6595,2.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6596,2.0,7.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,45-49,No
6597,2.0,9.0,7.0,1.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6598,2.0,9.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6599,2.0,10.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
6600,2.0,10.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6601,2.0,12.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,76+,Yes
6602,2.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,Somewhat disagree,71-75,Yes
6603,1.0,2.0,8.0,3.0,2.0,3.0,4.0,4.0,2.0,Strongly disagree,20-24,Yes
6604,1.0,3.0,7.0,2.0,2.0,3.0,1.0,4.0,2.0,Strongly disagree,25-29,Yes
6605,1.0,2.0,8.0,,1.0,3.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6606,1.0,3.0,9.0,,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
6607,1.0,2.0,8.0,3.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,20-24,Yes
6608,1.0,3.0,7.0,1.0,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
6609,1.0,4.0,7.0,1.0,4.0,3.0,2.0,4.0,2.0,Strongly disagree,30-34,Yes
6610,1.0,5.0,7.0,2.0,3.0,4.0,4.0,3.0,1.0,Somewhat disagree,35-39,No
6611,1.0,5.0,8.0,,3.0,3.0,2.0,4.0,2.0,Strongly disagree,35-39,Yes
6612,1.0,5.0,9.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6613,1.0,5.0,9.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6614,1.0,5.0,9.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6615,1.0,6.0,9.0,3.0,3.0,2.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6616,1.0,7.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6617,1.0,7.0,9.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6618,1.0,7.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6619,1.0,6.0,9.0,2.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6620,1.0,9.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6621,1.0,9.0,5.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
6622,1.0,8.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,Somewhat disagree,50-54,Yes
6623,1.0,10.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6624,1.0,10.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6625,1.0,11.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,71-75,Yes
6626,2.0,3.0,9.0,3.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6627,2.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,2.0,Strongly disagree,20-24,Yes
6628,2.0,2.0,8.0,3.0,2.0,4.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6629,2.0,3.0,7.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6630,2.0,2.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6631,2.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6632,2.0,5.0,7.0,1.0,2.0,3.0,1.0,3.0,2.0,Somewhat disagree,35-39,Yes
6633,2.0,5.0,7.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6634,2.0,4.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6635,2.0,4.0,7.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6636,2.0,5.0,8.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6637,2.0,7.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6638,2.0,7.0,8.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6639,2.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6640,2.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6641,2.0,7.0,5.0,,3.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6642,2.0,9.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6643,2.0,8.0,8.0,2.0,2.0,4.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6644,2.0,9.0,5.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6645,2.0,10.0,5.0,,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
6646,2.0,10.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,Somewhat disagree,60-70,Yes
6647,2.0,10.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6648,2.0,12.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,76+,Yes
6649,2.0,12.0,2.0,,3.0,3.0,1.0,1.0,2.0,Strongly agree,76+,Yes
6650,2.0,12.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,Somewhat agree,76+,Yes
6651,1.0,3.0,9.0,2.0,3.0,1.0,4.0,4.0,1.0,Strongly disagree,25-29,No
6652,1.0,5.0,8.0,2.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,35-39,Yes
6653,1.0,6.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6654,1.0,9.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6655,1.0,10.0,3.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6656,1.0,11.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,71-75,Yes
6657,2.0,2.0,7.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6658,2.0,5.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6659,2.0,6.0,7.0,,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6660,2.0,8.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6661,2.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,60-70,Yes
6662,2.0,12.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,76+,Yes
6663,1.0,2.0,8.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6664,1.0,2.0,8.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6665,1.0,3.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6666,1.0,2.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6667,1.0,5.0,9.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6668,1.0,5.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6669,1.0,4.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6670,1.0,5.0,7.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6671,1.0,4.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6672,1.0,6.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6673,1.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6674,1.0,7.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6675,1.0,9.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6676,1.0,9.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
6677,1.0,10.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6678,1.0,12.0,3.0,,3.0,3.0,1.0,1.0,2.0,Strongly agree,76+,Yes
6679,2.0,2.0,8.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
6680,2.0,3.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,Somewhat agree,25-29,No
6681,2.0,3.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6682,2.0,5.0,7.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6683,2.0,5.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6684,2.0,5.0,9.0,2.0,3.0,3.0,1.0,3.0,2.0,Somewhat disagree,35-39,Yes
6685,2.0,5.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6686,2.0,5.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6687,2.0,7.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6688,2.0,6.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6689,2.0,6.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6690,2.0,9.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6691,2.0,9.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6692,2.0,10.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6693,2.0,10.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6694,2.0,10.0,3.0,,4.0,4.0,1.0,2.0,2.0,Somewhat agree,60-70,Yes
