,se002,se003,se005,se009,q056,q098,q131,q127,q027,complicated,age,voted
5704,2.0,8.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
5705,2.0,8.0,7.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5706,2.0,8.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
5707,2.0,9.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,55-59,Yes
5708,2.0,9.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,55-59,Yes
5709,2.0,8.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
5710,2.0,8.0,7.0,2.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
5711,2.0,8.0,7.0,4.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,50-54,Yes
5712,2.0,9.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
5713,2.0,8.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,Strongly agree,50-54,Yes
5714,2.0,8.0,7.0,3.0,3.0,2.0,4.0,2.0,2.0,Somewhat agree,50-54,Yes
5715,2.0,9.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
5716,2.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5717,2.0,8.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,50-54,Yes
5718,2.0,8.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
5719,2.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
5720,2.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5721,2.0,9.0,7.0,5.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,55-59,Yes
5722,2.0,10.0,6.0,,1.0,3.0,2.0,1.0,2.0,Strongly agree,60-70,Yes
5723,2.0,10.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
5724,2.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,60-70,Yes
5725,2.0,10.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,Strongly agree,60-70,Yes
5726,2.0,10.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
5727,2.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
5728,2.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,60-70,Yes
5729,2.0,10.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
5730,2.0,10.0,7.0,2.0,3.0,3.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
5731,2.0,10.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
5732,2.0,10.0,7.0,3.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,60-70,Yes
5733,2.0,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5734,2.0,10.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
5735,2.0,10.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5736,2.0,11.0,8.0,4.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,71-75,Yes
5737,2.0,11.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,71-75,No
5738,2.0,11.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,71-75,Yes
5739,2.0,11.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,Strongly agree,71-75,Yes
5740,2.0,11.0,1.0,,1.0,3.0,2.0,2.0,2.0,Somewhat agree,71-75,Yes
5741,2.0,11.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,71-75,Yes
5742,2.0,11.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,Strongly disagree,71-75,No
5743,2.0,12.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,Strongly disagree,76+,Yes
5744,1.0,3.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5745,1.0,2.0,8.0,4.0,3.0,3.0,3.0,3.0,,Somewhat disagree,20-24,No
5746,1.0,3.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
5747,1.0,2.0,8.0,5.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
5748,1.0,3.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5749,1.0,3.0,7.0,4.0,3.0,3.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5750,1.0,3.0,8.0,3.0,1.0,2.0,4.0,4.0,1.0,Strongly disagree,25-29,No
5751,1.0,2.0,8.0,2.0,1.0,3.0,4.0,3.0,1.0,Somewhat disagree,20-24,No
5752,1.0,3.0,8.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
5753,1.0,3.0,8.0,1.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,25-29,Yes
5754,1.0,3.0,8.0,3.0,3.0,2.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
5755,1.0,2.0,8.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
5756,1.0,2.0,8.0,,3.0,3.0,1.0,2.0,2.0,Somewhat agree,20-24,Yes
5757,1.0,3.0,7.0,2.0,3.0,2.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
5758,1.0,2.0,8.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
5759,1.0,3.0,8.0,4.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
5760,1.0,5.0,8.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
5761,1.0,4.0,7.0,,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5762,1.0,5.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5763,1.0,5.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5764,1.0,5.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5765,1.0,5.0,9.0,4.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5766,1.0,4.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
5767,1.0,5.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,Somewhat disagree,35-39,No
5768,1.0,5.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,Somewhat agree,35-39,No
5769,1.0,5.0,7.0,4.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5770,1.0,5.0,7.0,1.0,3.0,3.0,4.0,4.0,2.0,Strongly disagree,35-39,Yes
5771,1.0,5.0,7.0,1.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,35-39,Yes
5772,1.0,4.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,30-34,Yes
5773,1.0,5.0,8.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
5774,1.0,6.0,10.0,4.0,4.0,2.0,4.0,4.0,2.0,Strongly disagree,40-44,Yes
5775,1.0,7.0,7.0,3.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5776,1.0,7.0,9.0,,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
5777,1.0,6.0,9.0,,1.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5778,1.0,6.0,7.0,1.0,3.0,4.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5779,1.0,6.0,7.0,2.0,2.0,2.0,4.0,2.0,1.0,Somewhat agree,40-44,No
5780,1.0,7.0,8.0,2.0,3.0,2.0,4.0,4.0,1.0,Strongly disagree,45-49,No
5781,1.0,6.0,9.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5782,1.0,6.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
5783,1.0,6.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5784,1.0,7.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5785,1.0,6.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5786,1.0,6.0,9.0,4.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5787,1.0,7.0,9.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
5788,1.0,8.0,5.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
5789,1.0,9.0,9.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
5790,1.0,9.0,7.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5791,1.0,8.0,7.0,1.0,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,50-54,No
5792,1.0,9.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5793,1.0,8.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
5794,1.0,9.0,8.0,4.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,55-59,Yes
5795,1.0,9.0,9.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5796,1.0,8.0,9.0,2.0,2.0,1.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
5797,1.0,10.0,3.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5798,1.0,10.0,8.0,4.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
5799,1.0,10.0,7.0,1.0,4.0,2.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5800,1.0,10.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5801,1.0,10.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5802,1.0,11.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,71-75,Yes
5803,1.0,12.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,76+,Yes
5804,2.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
5805,2.0,2.0,8.0,4.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,20-24,Yes
5806,2.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5807,2.0,2.0,8.0,2.0,3.0,2.0,4.0,4.0,1.0,Strongly disagree,20-24,No
5808,2.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5809,2.0,3.0,8.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5810,2.0,3.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5811,2.0,3.0,7.0,2.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,25-29,Yes
5812,2.0,3.0,9.0,3.0,3.0,3.0,3.0,1.0,1.0,Strongly agree,25-29,No
5813,2.0,3.0,7.0,1.0,2.0,3.0,4.0,4.0,1.0,Strongly disagree,25-29,No
5814,2.0,3.0,7.0,2.0,3.0,2.0,2.0,3.0,1.0,Somewhat disagree,25-29,No
5815,2.0,3.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,25-29,Yes
5816,2.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,Somewhat agree,25-29,No
5817,2.0,2.0,8.0,2.0,1.0,3.0,4.0,3.0,,Somewhat disagree,20-24,No
5818,2.0,3.0,7.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5819,2.0,4.0,8.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
5820,2.0,5.0,8.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5821,2.0,5.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5822,2.0,4.0,7.0,2.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
5823,2.0,5.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5824,2.0,5.0,7.0,2.0,1.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
5825,2.0,4.0,10.0,4.0,1.0,2.0,4.0,4.0,1.0,Strongly disagree,30-34,No
5826,2.0,5.0,7.0,2.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,35-39,Yes
5827,2.0,5.0,7.0,,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5828,2.0,5.0,8.0,3.0,3.0,1.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5829,2.0,5.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5830,2.0,5.0,8.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5831,2.0,4.0,8.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
5832,2.0,5.0,8.0,,3.0,3.0,2.0,1.0,2.0,Strongly agree,35-39,Yes
5833,2.0,6.0,7.0,4.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
5834,2.0,7.0,7.0,4.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5835,2.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,45-49,Yes
5836,2.0,7.0,8.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5837,2.0,7.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,Strongly agree,45-49,Yes
5838,2.0,7.0,8.0,3.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,45-49,No
5839,2.0,6.0,7.0,3.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
5840,2.0,6.0,7.0,2.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,40-44,Yes
5841,2.0,7.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5842,2.0,6.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,Strongly agree,40-44,No
5843,2.0,7.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5844,2.0,7.0,7.0,,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5845,2.0,6.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
5846,2.0,7.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5847,2.0,7.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5848,2.0,8.0,7.0,3.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,50-54,Yes
5849,2.0,9.0,7.0,,3.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
5850,2.0,9.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5851,2.0,8.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,Strongly agree,50-54,Yes
5852,2.0,9.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5853,2.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5854,2.0,8.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5855,2.0,9.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
5856,2.0,8.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
5857,2.0,10.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
5858,2.0,10.0,3.0,,2.0,3.0,2.0,4.0,2.0,Strongly disagree,60-70,Yes
5859,2.0,10.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5860,2.0,10.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5861,2.0,10.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5862,2.0,10.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,Somewhat disagree,60-70,Yes
5863,2.0,11.0,3.0,,1.0,3.0,4.0,2.0,2.0,Somewhat agree,71-75,Yes
5864,2.0,10.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5865,2.0,11.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,71-75,Yes
5866,2.0,12.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,Strongly agree,76+,Yes
5867,1.0,3.0,9.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
5868,1.0,2.0,8.0,,3.0,3.0,3.0,2.0,,Somewhat agree,20-24,No
5869,1.0,2.0,8.0,2.0,3.0,3.0,2.0,3.0,,Somewhat disagree,20-24,No
5870,1.0,3.0,7.0,,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5871,1.0,3.0,8.0,1.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,25-29,No
5872,1.0,3.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5873,1.0,3.0,8.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5874,1.0,2.0,7.0,,1.0,2.0,3.0,2.0,,Somewhat agree,20-24,No
5875,1.0,2.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,20-24,Yes
5876,1.0,3.0,9.0,1.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,25-29,Yes
5877,1.0,3.0,7.0,,2.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5878,1.0,4.0,9.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
5879,1.0,5.0,9.0,5.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
5880,1.0,4.0,8.0,,2.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
5881,1.0,4.0,8.0,,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5882,1.0,4.0,7.0,2.0,4.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5883,1.0,5.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,Strongly agree,35-39,Yes
5884,1.0,4.0,9.0,5.0,4.0,1.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5885,1.0,4.0,6.0,1.0,2.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
5886,1.0,5.0,8.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
5887,1.0,5.0,7.0,1.0,2.0,2.0,4.0,3.0,1.0,Somewhat disagree,35-39,No
5888,1.0,5.0,9.0,1.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5889,1.0,7.0,9.0,1.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
5890,1.0,7.0,7.0,2.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,45-49,Yes
5891,1.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5892,1.0,7.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
5893,1.0,7.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5894,1.0,6.0,5.0,,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5895,1.0,6.0,9.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5896,1.0,7.0,7.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
5897,1.0,8.0,7.0,1.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,50-54,No
5898,1.0,9.0,7.0,3.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,55-59,Yes
5899,1.0,9.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
5900,1.0,9.0,4.0,,3.0,3.0,3.0,1.0,2.0,Strongly agree,55-59,Yes
5901,1.0,8.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,Strongly agree,50-54,Yes
5902,1.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
5903,1.0,10.0,3.0,,3.0,3.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
5904,1.0,10.0,9.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
5905,1.0,12.0,9.0,1.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,76+,Yes
5906,2.0,3.0,9.0,3.0,3.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5907,2.0,2.0,8.0,2.0,2.0,3.0,3.0,3.0,,Somewhat disagree,20-24,No
5908,2.0,2.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
5909,2.0,2.0,7.0,2.0,2.0,2.0,2.0,3.0,,Somewhat disagree,20-24,No
5910,2.0,3.0,8.0,,1.0,3.0,4.0,1.0,2.0,Strongly agree,25-29,Yes
5911,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,Somewhat agree,20-24,No
5912,2.0,3.0,8.0,2.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,25-29,Yes
5913,2.0,2.0,8.0,,3.0,3.0,2.0,3.0,1.0,Somewhat disagree,20-24,No
5914,2.0,2.0,7.0,,2.0,2.0,4.0,2.0,,Somewhat agree,20-24,No
5915,2.0,2.0,8.0,2.0,3.0,1.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
5916,2.0,3.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5917,2.0,5.0,8.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
5918,2.0,4.0,8.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
5919,2.0,5.0,7.0,5.0,2.0,3.0,2.0,2.0,1.0,Somewhat agree,35-39,No
5920,2.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
5921,2.0,5.0,7.0,2.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
5922,2.0,5.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
5923,2.0,4.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
5924,2.0,5.0,9.0,2.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
5925,2.0,4.0,7.0,2.0,1.0,2.0,4.0,2.0,1.0,Somewhat agree,30-34,No
5926,2.0,5.0,7.0,1.0,2.0,3.0,2.0,4.0,2.0,Strongly disagree,35-39,Yes
5927,2.0,5.0,5.0,,2.0,3.0,4.0,1.0,2.0,Strongly agree,35-39,Yes
5928,2.0,6.0,9.0,1.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
5929,2.0,7.0,7.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
5930,2.0,7.0,7.0,1.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
5931,2.0,6.0,7.0,,3.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
5932,2.0,6.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5933,2.0,6.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
5934,2.0,7.0,5.0,,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,45-49,No
5935,2.0,6.0,7.0,5.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
5936,2.0,7.0,5.0,,3.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
5937,2.0,8.0,5.0,,1.0,1.0,4.0,4.0,2.0,Strongly disagree,50-54,Yes
5938,2.0,8.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5939,2.0,8.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
5940,2.0,9.0,3.0,,3.0,3.0,3.0,4.0,2.0,Strongly disagree,55-59,Yes
5941,2.0,8.0,6.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
5942,2.0,10.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,Strongly disagree,60-70,Yes
5943,2.0,10.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
5944,2.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,Strongly agree,60-70,Yes
5945,2.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,Strongly agree,60-70,Yes
5946,2.0,11.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,71-75,Yes
5947,2.0,11.0,5.0,,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,71-75,Yes
5948,2.0,10.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
5949,1.0,2.0,8.0,3.0,3.0,2.0,2.0,3.0,,Somewhat disagree,20-24,No
5950,1.0,3.0,8.0,3.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5951,1.0,2.0,7.0,3.0,1.0,2.0,4.0,3.0,2.0,Somewhat disagree,20-24,Yes
5952,1.0,4.0,7.0,3.0,4.0,2.0,4.0,3.0,2.0,Somewhat disagree,30-34,Yes
5953,1.0,3.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
5954,1.0,3.0,8.0,3.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,25-29,No
5955,1.0,3.0,7.0,2.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5956,1.0,3.0,9.0,5.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5957,1.0,3.0,8.0,4.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
5958,1.0,3.0,7.0,2.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
5959,1.0,5.0,9.0,3.0,3.0,1.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
