,country,q027,q029,q127,q098,q130,q106,q131,q005,q006,q111,name
5540,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,Taiwan
5541,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,Taiwan
5542,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Taiwan
5543,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Taiwan
5544,3.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,Taiwan
5545,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,Taiwan
5546,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,Taiwan
5547,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,Taiwan
5548,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,Taiwan
5549,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,Taiwan
5550,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,Taiwan
5551,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,Taiwan
5552,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,Taiwan
5553,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,Taiwan
5554,3.0,2.0,1.0,1.0,,2.0,3.0,3.0,2.0,3.0,3.0,Taiwan
5555,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,Taiwan
5556,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,Taiwan
5557,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,Taiwan
5558,3.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,Taiwan
5559,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,Taiwan
5560,3.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,Taiwan
5561,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,Taiwan
5562,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,Taiwan
5563,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,Taiwan
5564,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,Taiwan
5565,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,Taiwan
